project,opt_level,binary,function,size,agent,pattern,hit,type_match,byte_match,ged,evidence
diffutils,O2-noinline,cmp,cmp,333,claude-code,PTR-01,unevaluable,0.5813953488372093,0.0,89.0,no aligned explicit struct fields
diffutils,O2-noinline,cmp,cmp,333,claude-code,INT-01,no,0.5813953488372093,0.0,89.0,typedefs agree for 5 exact-name declarations
diffutils,O2-noinline,cmp,cmp,333,claude-code,FN-01,unevaluable,0.5813953488372093,0.0,89.0,"signature parse is not trustworthy: source=('int', ('int',)); decompiled=('using buffer[0] and buffer[1]. Return EXIT_SUCCESS if they are the same, EXIT_FAILURE if different,', ('via',))"
diffutils,O2-noinline,cmp,cmp,333,claude-code,LAYOUT-01,unevaluable,0.5813953488372093,0.0,89.0,no same-name explicit struct definitions
diffutils,O2-noinline,cmp,cmp,333,claude-code,ARR-01,candidate,0.5813953488372093,0.0,89.0,static arrays/pointers and extern objects exist but role mapping is incomplete
diffutils,O2-noinline,diff3,output_diff3_edscript,174,codex,SC-01,candidate,0.35714285714285715,0.23774509803921567,15.0,"file-scope static objects emitted as extern; linkage must be checked against ELF/output contract: finalwrite, flagging, overlap_only, simple_only"
diffutils,O2-noinline,diff3,output_diff3_edscript,174,codex,ST-01,no,0.35714285714285715,0.23774509803921567,15.0,no missing-member diagnostic or visible collision
diffutils,O2-noinline,diff3,output_diff3_edscript,174,codex,PTR-01,unevaluable,0.35714285714285715,0.23774509803921567,15.0,no aligned explicit struct fields
diffutils,O2-noinline,diff3,output_diff3_edscript,174,codex,INT-01,unevaluable,0.35714285714285715,0.23774509803921567,15.0,no safely aligned integer declarations
diffutils,O2-noinline,diff3,output_diff3_edscript,174,codex,FN-01,yes,0.35714285714285715,0.23774509803921567,15.0,return type: bool vs int
diffutils,O2-noinline,diff3,output_diff3_edscript,174,codex,LAYOUT-01,unevaluable,0.35714285714285715,0.23774509803921567,15.0,no same-name explicit struct definitions
diffutils,O2-noinline,diff3,output_diff3_edscript,174,codex,ARR-01,candidate,0.35714285714285715,0.23774509803921567,15.0,static arrays/pointers and extern objects exist but role mapping is incomplete
diffutils,O2-noinline,diff3,output_diff3_edscript,174,claude-code,SC-01,candidate,0.5,0.9411764705882353,0.0,"file-scope static objects emitted as extern; linkage must be checked against ELF/output contract: finalwrite, flagging, overlap_only, show_2nd, simple_only"
diffutils,O2-noinline,diff3,output_diff3_edscript,174,claude-code,ST-01,no,0.5,0.9411764705882353,0.0,no missing-member diagnostic or visible collision
diffutils,O2-noinline,diff3,output_diff3_edscript,174,claude-code,PTR-01,unevaluable,0.5,0.9411764705882353,0.0,no aligned explicit struct fields
diffutils,O2-noinline,diff3,output_diff3_edscript,174,claude-code,INT-01,unevaluable,0.5,0.9411764705882353,0.0,no safely aligned integer declarations
diffutils,O2-noinline,diff3,output_diff3_edscript,174,claude-code,FN-01,no,0.5,0.9411764705882353,0.0,"matching canonical signature=('bool', ('FILE*', 'struct diff3_block*', 'const int*', 'const int*', 'const char*', 'const char*', 'const char*'))"
diffutils,O2-noinline,diff3,output_diff3_edscript,174,claude-code,LAYOUT-01,unevaluable,0.5,0.9411764705882353,0.0,no same-name explicit struct definitions
diffutils,O2-noinline,diff3,output_diff3_edscript,174,claude-code,ARR-01,candidate,0.5,0.9411764705882353,0.0,static arrays/pointers and extern objects exist but role mapping is incomplete
dpkg,O2-noinline,dpkg-divert,diversion_add,191,codex,SC-01,candidate,0.08333333333333333,0.47720364741641336,38.0,"file-scope static objects emitted as extern; linkage must be checked against ELF/output contract: opt_divertto, opt_rename, opt_test, opt_verbose"
dpkg,O2-noinline,dpkg-divert,diversion_add,191,codex,ST-01,candidate,0.08333333333333333,0.47720364741641336,38.0,custom struct dpkg_arch absent; custom fields used=['name']
dpkg,O2-noinline,dpkg-divert,diversion_add,191,codex,PTR-01,no,0.08333333333333333,0.47720364741641336,38.0,pointer depth agrees for 7 aligned fields
dpkg,O2-noinline,dpkg-divert,diversion_add,191,codex,INT-01,unevaluable,0.08333333333333333,0.47720364741641336,38.0,no safely aligned integer declarations
dpkg,O2-noinline,dpkg-divert,diversion_add,191,codex,FN-01,no,0.08333333333333333,0.47720364741641336,38.0,"matching canonical signature=('int', ('const char*const*',))"
dpkg,O2-noinline,dpkg-divert,diversion_add,191,codex,LAYOUT-01,yes,0.08333333333333333,0.47720364741641336,38.0,"struct fsys_namenode: source=[('next', 'struct fsys_namenode *'), ('name', 'const char *'), ('packages', 'struct pkg_list *'), ('divert', 'struct fsys_diversion *'), ('statoverride', 'struct file_stat *'), ('trig_interested', 'struct trigfileint *'), ('flags', 'enum fsys_namenode_flags'), ('oldhash', 'const char *'), ('newhash', 'const char *'), ('file_ondisk_id', 'struct file_ondisk_id *')]; decompiled=[('next', 'void *'), ('name', 'const char *'), ('packages', 'void *'), ('divert', 'struct fsys_diversion *')]"
dpkg,O2-noinline,dpkg-divert,diversion_add,191,codex,ARR-01,candidate,0.08333333333333333,0.47720364741641336,38.0,static arrays/pointers and extern objects exist but role mapping is incomplete
dpkg,O2-noinline,dpkg-divert,diversion_add,191,claude-code,SC-01,candidate,0.08333333333333333,0.3855072463768116,33.0,"file-scope static objects emitted as extern; linkage must be checked against ELF/output contract: opt_divertto, opt_pkgname, opt_pkgname_match_any, opt_rename, opt_test, opt_verbose"
dpkg,O2-noinline,dpkg-divert,diversion_add,191,claude-code,ST-01,candidate,0.08333333333333333,0.3855072463768116,33.0,custom struct dpkg_arch absent; custom fields used=['name']
dpkg,O2-noinline,dpkg-divert,diversion_add,191,claude-code,PTR-01,no,0.08333333333333333,0.3855072463768116,33.0,pointer depth agrees for 4 aligned fields
dpkg,O2-noinline,dpkg-divert,diversion_add,191,claude-code,INT-01,unevaluable,0.08333333333333333,0.3855072463768116,33.0,no safely aligned integer declarations
dpkg,O2-noinline,dpkg-divert,diversion_add,191,claude-code,FN-01,no,0.08333333333333333,0.3855072463768116,33.0,"matching canonical signature=('int', ('const char*const*',))"
dpkg,O2-noinline,dpkg-divert,diversion_add,191,claude-code,LAYOUT-01,yes,0.08333333333333333,0.3855072463768116,33.0,"struct fsys_namenode: source=[('next', 'struct fsys_namenode *'), ('name', 'const char *'), ('packages', 'struct pkg_list *'), ('divert', 'struct fsys_diversion *'), ('statoverride', 'struct file_stat *'), ('trig_interested', 'struct trigfileint *'), ('flags', 'enum fsys_namenode_flags'), ('oldhash', 'const char *'), ('newhash', 'const char *'), ('file_ondisk_id', 'struct file_ondisk_id *')]; decompiled=[('next', 'struct fsys_namenode *'), ('name', 'const char *'), ('packages', 'void *'), ('divert', 'struct diversion *')]"
dpkg,O2-noinline,dpkg-divert,diversion_add,191,claude-code,ARR-01,candidate,0.08333333333333333,0.3855072463768116,33.0,static arrays/pointers and extern objects exist but role mapping is incomplete
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,codex,SC-01,no,0.16666666666666666,0.9936708860759493,0.0,no role-aligned static-to-extern declaration
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,codex,ST-01,no,0.16666666666666666,0.9936708860759493,0.0,no missing-member diagnostic or visible collision
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,codex,PTR-01,no,0.16666666666666666,0.9936708860759493,0.0,pointer depth agrees for 8 aligned fields
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,codex,INT-01,unevaluable,0.16666666666666666,0.9936708860759493,0.0,no safely aligned integer declarations
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,codex,FN-01,candidate,0.16666666666666666,0.9936708860759493,0.0,parameter 2: pkg_array_visitor_func* vs pkg_array_apply_func*
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,codex,LAYOUT-01,yes,0.16666666666666666,0.9936708860759493,0.0,"struct pkg_spec: source=[('name', 'char *'), ('arch', 'const struct dpkg_arch *'), ('flags', 'enum pkg_spec_flags'), ('name_is_pattern', ''), ('arch_is_pattern', ''), ('pkg_iter', 'struct pkg_hash_iter *'), ('pkg_next', 'struct pkginfo *')]; decompiled=[('name', 'char *'), ('arch', 'void *'), ('flags', 'int'), ('name_is_pattern', 'bool'), ('arch_is_pattern', 'bool'), ('pkg_iter', 'void *'), ('arch_iter', 'void *')]"
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,codex,ARR-01,no,0.16666666666666666,0.9936708860759493,0.0,no array/pointer sentinel mismatch found
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,claude-code,SC-01,no,0.4166666666666667,0.0,0.0,no role-aligned static-to-extern declaration
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,claude-code,ST-01,no,0.4166666666666667,0.0,0.0,no missing-member diagnostic or visible collision
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,claude-code,PTR-01,no,0.4166666666666667,0.0,0.0,pointer depth agrees for 2 aligned fields
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,claude-code,INT-01,unevaluable,0.4166666666666667,0.0,0.0,no safely aligned integer declarations
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,claude-code,FN-01,no,0.4166666666666667,0.0,0.0,"matching canonical signature=('int', ('struct pkg_array*', 'pkg_array_visitor_func*', 'void*', 'const char*const*'))"
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,claude-code,LAYOUT-01,yes,0.4166666666666667,0.0,0.0,"struct pkg_spec: source=[('name', 'char *'), ('arch', 'const struct dpkg_arch *'), ('flags', 'enum pkg_spec_flags'), ('name_is_pattern', ''), ('arch_is_pattern', ''), ('pkg_iter', 'struct pkg_hash_iter *'), ('pkg_next', 'struct pkginfo *')]; decompiled=[('_opaque', 'char[0x28]')]"
dpkg,O2-noinline,dpkg-query,pkg_array_match_patterns,137,claude-code,ARR-01,no,0.4166666666666667,0.0,0.0,no array/pointer sentinel mismatch found
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,codex,SC-01,no,0.35714285714285715,0.2708333333333333,4.0,no role-aligned static-to-extern declaration
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,codex,ST-01,candidate,0.35714285714285715,0.2708333333333333,4.0,custom struct ext2_dir_entry absent; custom fields used=['inode']
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,codex,PTR-01,no,0.35714285714285715,0.2708333333333333,4.0,pointer depth agrees for 8 aligned fields
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,codex,INT-01,unevaluable,0.35714285714285715,0.2708333333333333,4.0,no safely aligned integer declarations
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,codex,FN-01,no,0.35714285714285715,0.2708333333333333,4.0,"matching canonical signature=('void', ('e2fsck_t', 'struct problem_context*', 'struct ea_quota*'))"
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,codex,LAYOUT-01,yes,0.35714285714285715,0.2708333333333333,4.0,"struct ext2_ext_attr_entry: source=[('e_name_len', '__u8'), ('e_name_index', '__u8'), ('e_value_offs', '__u16'), ('e_value_inum', '__u32'), ('e_value_size', '__u32'), ('e_hash', '__u32')]; decompiled=[('e_name_len', 'uint8_t'), ('e_name_index', 'uint8_t'), ('e_value_offs', 'uint16_t'), ('e_value_inum', 'uint32_t'), ('e_value_size', 'uint32_t'), ('e_hash', 'uint32_t'), ('e_name', 'char[]')]"
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,codex,ARR-01,no,0.35714285714285715,0.2708333333333333,4.0,no array/pointer sentinel mismatch found
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,claude-code,SC-01,no,0.21428571428571427,0.0,17.0,no role-aligned static-to-extern declaration
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,claude-code,ST-01,candidate,0.21428571428571427,0.0,17.0,custom struct ext2_dir_entry absent; custom fields used=['inode']
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,claude-code,PTR-01,no,0.21428571428571427,0.0,17.0,pointer depth agrees for 8 aligned fields
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,claude-code,INT-01,unevaluable,0.21428571428571427,0.0,17.0,no safely aligned integer declarations
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,claude-code,FN-01,yes,0.21428571428571427,0.0,17.0,return type: void vs int
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,claude-code,LAYOUT-01,yes,0.21428571428571427,0.0,17.0,"struct ext2_ext_attr_entry: source=[('e_name_len', '__u8'), ('e_name_index', '__u8'), ('e_value_offs', '__u16'), ('e_value_inum', '__u32'), ('e_value_size', '__u32'), ('e_hash', '__u32')]; decompiled=[('e_name_len', '__u8'), ('e_name_index', '__u8'), ('e_value_offs', '__u16'), ('e_value_inum', '__u32'), ('e_value_size', '__u32'), ('e_hash', '__u32'), ('e_name', 'char[0]')]"
e2fsprogs,O2-noinline,e2fsck,check_ea_in_inode,159,claude-code,ARR-01,no,0.21428571428571427,0.0,17.0,no array/pointer sentinel mismatch found
gnutls,O2-noinline,certtool,yyparse,884,codex,SC-01,no,0.3,0.13089373680506686,172.0,no role-aligned static-to-extern declaration
gnutls,O2-noinline,certtool,yyparse,884,codex,ST-01,no,0.3,0.13089373680506686,172.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,certtool,yyparse,884,codex,PTR-01,unevaluable,0.3,0.13089373680506686,172.0,no aligned explicit struct fields
gnutls,O2-noinline,certtool,yyparse,884,codex,INT-01,unevaluable,0.3,0.13089373680506686,172.0,no safely aligned integer declarations
gnutls,O2-noinline,certtool,yyparse,884,codex,FN-01,candidate,0.3,0.13089373680506686,172.0,parameter 1: parser_control* vs void*
gnutls,O2-noinline,certtool,yyparse,884,codex,LAYOUT-01,unevaluable,0.3,0.13089373680506686,172.0,no same-name explicit struct definitions
gnutls,O2-noinline,certtool,yyparse,884,codex,ARR-01,no,0.3,0.13089373680506686,172.0,no array/pointer sentinel mismatch found
gnutls,O2-noinline,certtool,yyparse,884,claude-code,SC-01,candidate,0.3,0.0,621.0,"file-scope static objects emitted as extern; linkage must be checked against ELF/output contract: yycheck, yydefact, yydefgoto, yypact, yypgoto, yyr1, yyr2, yystos, yytable, yytranslate"
gnutls,O2-noinline,certtool,yyparse,884,claude-code,ST-01,no,0.3,0.0,621.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,certtool,yyparse,884,claude-code,PTR-01,unevaluable,0.3,0.0,621.0,no aligned explicit struct fields
gnutls,O2-noinline,certtool,yyparse,884,claude-code,INT-01,unevaluable,0.3,0.0,621.0,no safely aligned integer declarations
gnutls,O2-noinline,certtool,yyparse,884,claude-code,FN-01,no,0.3,0.0,621.0,"matching canonical signature=('int', ('parser_control*',))"
gnutls,O2-noinline,certtool,yyparse,884,claude-code,LAYOUT-01,unevaluable,0.3,0.0,621.0,no same-name explicit struct definitions
gnutls,O2-noinline,certtool,yyparse,884,claude-code,ARR-01,candidate,0.3,0.0,621.0,static arrays/pointers and extern objects exist but role mapping is incomplete
gnutls,O2-noinline,psktool,process_options,218,codex,SC-01,no,0.18181818181818182,0.3070652173913043,505.0,no role-aligned static-to-extern declaration
gnutls,O2-noinline,psktool,process_options,218,codex,ST-01,no,0.18181818181818182,0.3070652173913043,505.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,psktool,process_options,218,codex,PTR-01,unevaluable,0.18181818181818182,0.3070652173913043,505.0,no aligned explicit struct fields
gnutls,O2-noinline,psktool,process_options,218,codex,INT-01,unevaluable,0.18181818181818182,0.3070652173913043,505.0,no safely aligned integer declarations
gnutls,O2-noinline,psktool,process_options,218,codex,FN-01,no,0.18181818181818182,0.3070652173913043,505.0,"matching canonical signature=('int', ('int', 'char**'))"
gnutls,O2-noinline,psktool,process_options,218,codex,LAYOUT-01,unevaluable,0.18181818181818182,0.3070652173913043,505.0,no same-name explicit struct definitions
gnutls,O2-noinline,psktool,process_options,218,codex,ARR-01,candidate,0.18181818181818182,0.3070652173913043,505.0,static arrays/pointers and extern objects exist but role mapping is incomplete
gnutls,O2-noinline,psktool,process_options,218,claude-code,SC-01,no,0.7272727272727273,0.39664804469273746,475.0,no role-aligned static-to-extern declaration
gnutls,O2-noinline,psktool,process_options,218,claude-code,ST-01,no,0.7272727272727273,0.39664804469273746,475.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,psktool,process_options,218,claude-code,PTR-01,unevaluable,0.7272727272727273,0.39664804469273746,475.0,no aligned explicit struct fields
gnutls,O2-noinline,psktool,process_options,218,claude-code,INT-01,unevaluable,0.7272727272727273,0.39664804469273746,475.0,no safely aligned integer declarations
gnutls,O2-noinline,psktool,process_options,218,claude-code,FN-01,no,0.7272727272727273,0.39664804469273746,475.0,"matching canonical signature=('int', ('int', 'char**'))"
gnutls,O2-noinline,psktool,process_options,218,claude-code,LAYOUT-01,unevaluable,0.7272727272727273,0.39664804469273746,475.0,no same-name explicit struct definitions
gnutls,O2-noinline,psktool,process_options,218,claude-code,ARR-01,no,0.7272727272727273,0.39664804469273746,475.0,no array/pointer sentinel mismatch found
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,codex,SC-01,no,0.17142857142857143,0.3738601823708207,5.0,no role-aligned static-to-extern declaration
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,codex,ST-01,no,0.17142857142857143,0.3738601823708207,5.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,codex,PTR-01,unevaluable,0.17142857142857143,0.3738601823708207,5.0,no aligned explicit struct fields
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,codex,INT-01,unevaluable,0.17142857142857143,0.3738601823708207,5.0,no safely aligned integer declarations
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,codex,FN-01,yes,0.17142857142857143,0.3738601823708207,5.0,parameter 5: gnutls_datum_t* vs const gnutls_datum_t*
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,codex,LAYOUT-01,unevaluable,0.17142857142857143,0.3738601823708207,5.0,no same-name explicit struct definitions
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,codex,ARR-01,candidate,0.17142857142857143,0.3738601823708207,5.0,static arrays/pointers and extern objects exist but role mapping is incomplete
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,claude-code,SC-01,no,0.34285714285714286,0.4056603773584906,10.0,no role-aligned static-to-extern declaration
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,claude-code,ST-01,no,0.34285714285714286,0.4056603773584906,10.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,claude-code,PTR-01,unevaluable,0.34285714285714286,0.4056603773584906,10.0,no aligned explicit struct fields
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,claude-code,INT-01,unevaluable,0.34285714285714286,0.4056603773584906,10.0,no safely aligned integer declarations
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,claude-code,FN-01,no,0.34285714285714286,0.4056603773584906,10.0,"matching canonical signature=('int', ('const char*', 'gnutls_x509_crt_t', 'gnutls_x509_crt_t', 'gnutls_datum_t*', 'gnutls_datum_t*'))"
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,claude-code,LAYOUT-01,unevaluable,0.34285714285714286,0.4056603773584906,10.0,no same-name explicit struct definitions
gnutls,O2-noinline,gnutls-cli,send_ocsp_request,146,claude-code,ARR-01,no,0.34285714285714286,0.4056603773584906,10.0,no array/pointer sentinel mismatch found
gnutls,O2-noinline,gnutls-serv,main,292,codex,SC-01,candidate,0.1111111111111111,0.0,47.0,"address-taken externs=['gl_array_list_implementation', 'x509_cred', 'srp_cred', 'psk_cred', 'anon_cred', 'anti_replay', 'session_ticket_key', 'x509_key_count', 'rawpk_key_count']; source statics=['generate', 'http', 'strip_crlf', 'x509ctype', 'debug', 'nodb', 'noticket', 'earlydata', 'listener_list', 'DEFAULT_DATA', 'cache_db', 'cache_db_ptr', 'cache_db_alloc']"
gnutls,O2-noinline,gnutls-serv,main,292,codex,ST-01,no,0.1111111111111111,0.0,47.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,gnutls-serv,main,292,codex,PTR-01,unevaluable,0.1111111111111111,0.0,47.0,no aligned explicit struct fields
gnutls,O2-noinline,gnutls-serv,main,292,codex,INT-01,unevaluable,0.1111111111111111,0.0,47.0,no safely aligned integer declarations
gnutls,O2-noinline,gnutls-serv,main,292,codex,FN-01,no,0.1111111111111111,0.0,47.0,"matching canonical signature=('int', ('int', 'char**'))"
gnutls,O2-noinline,gnutls-serv,main,292,codex,LAYOUT-01,unevaluable,0.1111111111111111,0.0,47.0,no same-name explicit struct definitions
gnutls,O2-noinline,gnutls-serv,main,292,codex,ARR-01,candidate,0.1111111111111111,0.0,47.0,static arrays/pointers and extern objects exist but role mapping is incomplete
gnutls,O2-noinline,gnutls-serv,main,292,claude-code,SC-01,candidate,0.08333333333333333,0.0,24.0,file-scope static objects emitted as extern; linkage must be checked against ELF/output contract: x509ctype
gnutls,O2-noinline,gnutls-serv,main,292,claude-code,ST-01,no,0.08333333333333333,0.0,24.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,gnutls-serv,main,292,claude-code,PTR-01,unevaluable,0.08333333333333333,0.0,24.0,no aligned explicit struct fields
gnutls,O2-noinline,gnutls-serv,main,292,claude-code,INT-01,unevaluable,0.08333333333333333,0.0,24.0,no safely aligned integer declarations
gnutls,O2-noinline,gnutls-serv,main,292,claude-code,FN-01,yes,0.08333333333333333,0.0,24.0,parameter count: 2 vs 1
gnutls,O2-noinline,gnutls-serv,main,292,claude-code,LAYOUT-01,unevaluable,0.08333333333333333,0.0,24.0,no same-name explicit struct definitions
gnutls,O2-noinline,gnutls-serv,main,292,claude-code,ARR-01,candidate,0.08333333333333333,0.0,24.0,static arrays/pointers and extern objects exist but role mapping is incomplete
gnutls,O2-noinline,ocsptool,socket_open2,222,codex,SC-01,no,0.2926829268292683,0.41682974559686886,19.0,no role-aligned static-to-extern declaration
gnutls,O2-noinline,ocsptool,socket_open2,222,codex,ST-01,no,0.2926829268292683,0.41682974559686886,19.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,ocsptool,socket_open2,222,codex,PTR-01,unevaluable,0.2926829268292683,0.41682974559686886,19.0,no aligned explicit struct fields
gnutls,O2-noinline,ocsptool,socket_open2,222,codex,INT-01,unevaluable,0.2926829268292683,0.41682974559686886,19.0,no safely aligned integer declarations
gnutls,O2-noinline,ocsptool,socket_open2,222,codex,FN-01,yes,0.2926829268292683,0.41682974559686886,19.0,parameter 7: gnutls_datum_t* vs const gnutls_datum_t*
gnutls,O2-noinline,ocsptool,socket_open2,222,codex,LAYOUT-01,unevaluable,0.2926829268292683,0.41682974559686886,19.0,no same-name explicit struct definitions
gnutls,O2-noinline,ocsptool,socket_open2,222,codex,ARR-01,no,0.2926829268292683,0.41682974559686886,19.0,no array/pointer sentinel mismatch found
gnutls,O2-noinline,ocsptool,socket_open2,222,claude-code,SC-01,no,0.3902439024390244,0.45824847250509165,27.0,no role-aligned static-to-extern declaration
gnutls,O2-noinline,ocsptool,socket_open2,222,claude-code,ST-01,no,0.3902439024390244,0.45824847250509165,27.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,ocsptool,socket_open2,222,claude-code,PTR-01,unevaluable,0.3902439024390244,0.45824847250509165,27.0,no aligned explicit struct fields
gnutls,O2-noinline,ocsptool,socket_open2,222,claude-code,INT-01,unevaluable,0.3902439024390244,0.45824847250509165,27.0,no safely aligned integer declarations
gnutls,O2-noinline,ocsptool,socket_open2,222,claude-code,FN-01,no,0.3902439024390244,0.45824847250509165,27.0,"matching canonical signature=('void', ('socket_st*', 'const char*', 'const char*', 'const char*', 'int', 'const char*', 'gnutls_datum_t*', 'gnutls_datum_t*', 'FILE*', 'FILE*'))"
gnutls,O2-noinline,ocsptool,socket_open2,222,claude-code,LAYOUT-01,unevaluable,0.3902439024390244,0.45824847250509165,27.0,no same-name explicit struct definitions
gnutls,O2-noinline,ocsptool,socket_open2,222,claude-code,ARR-01,no,0.3902439024390244,0.45824847250509165,27.0,no array/pointer sentinel mismatch found
gnutls,O2-noinline,systemkey,print_list,445,codex,SC-01,no,0.2962962962962963,0.3894523326572008,186.0,no role-aligned static-to-extern declaration
gnutls,O2-noinline,systemkey,print_list,445,codex,ST-01,no,0.2962962962962963,0.3894523326572008,186.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,systemkey,print_list,445,codex,PTR-01,unevaluable,0.2962962962962963,0.3894523326572008,186.0,no aligned explicit struct fields
gnutls,O2-noinline,systemkey,print_list,445,codex,INT-01,yes,0.2962962962962963,0.3894523326572008,186.0,i: size_t vs int
gnutls,O2-noinline,systemkey,print_list,445,codex,FN-01,no,0.2962962962962963,0.3894523326572008,186.0,"matching canonical signature=('void', ('const char*', 'int'))"
gnutls,O2-noinline,systemkey,print_list,445,codex,LAYOUT-01,unevaluable,0.2962962962962963,0.3894523326572008,186.0,no same-name explicit struct definitions
gnutls,O2-noinline,systemkey,print_list,445,codex,ARR-01,no,0.2962962962962963,0.3894523326572008,186.0,no array/pointer sentinel mismatch found
gnutls,O2-noinline,systemkey,print_list,445,claude-code,SC-01,no,0.4074074074074074,0.44860710854947167,12.0,no role-aligned static-to-extern declaration
gnutls,O2-noinline,systemkey,print_list,445,claude-code,ST-01,no,0.4074074074074074,0.44860710854947167,12.0,no missing-member diagnostic or visible collision
gnutls,O2-noinline,systemkey,print_list,445,claude-code,PTR-01,unevaluable,0.4074074074074074,0.44860710854947167,12.0,no aligned explicit struct fields
gnutls,O2-noinline,systemkey,print_list,445,claude-code,INT-01,no,0.4074074074074074,0.44860710854947167,12.0,typedefs agree for 1 exact-name declarations
gnutls,O2-noinline,systemkey,print_list,445,claude-code,FN-01,no,0.4074074074074074,0.44860710854947167,12.0,"matching canonical signature=('void', ('const char*', 'int'))"
gnutls,O2-noinline,systemkey,print_list,445,claude-code,LAYOUT-01,unevaluable,0.4074074074074074,0.44860710854947167,12.0,no same-name explicit struct definitions
gnutls,O2-noinline,systemkey,print_list,445,claude-code,ARR-01,no,0.4074074074074074,0.44860710854947167,12.0,no array/pointer sentinel mismatch found
libacl,O2-noinline,chacl,main,196,codex,SC-01,no,0.09523809523809523,0.0,18.0,no role-aligned static-to-extern declaration
libacl,O2-noinline,chacl,main,196,codex,ST-01,no,0.09523809523809523,0.0,18.0,no missing-member diagnostic or visible collision
libacl,O2-noinline,chacl,main,196,codex,PTR-01,unevaluable,0.09523809523809523,0.0,18.0,no aligned explicit struct fields
libacl,O2-noinline,chacl,main,196,codex,INT-01,unevaluable,0.09523809523809523,0.0,18.0,no safely aligned integer declarations
libacl,O2-noinline,chacl,main,196,codex,FN-01,no,0.09523809523809523,0.0,18.0,"matching canonical signature=('int', ('int', 'char**'))"
libacl,O2-noinline,chacl,main,196,codex,LAYOUT-01,unevaluable,0.09523809523809523,0.0,18.0,no same-name explicit struct definitions
libacl,O2-noinline,chacl,main,196,codex,ARR-01,candidate,0.09523809523809523,0.0,18.0,static arrays/pointers and extern objects exist but role mapping is incomplete
libacl,O2-noinline,chacl,main,196,claude-code,SC-01,no,0.19047619047619047,0.0,17.0,no role-aligned static-to-extern declaration
libacl,O2-noinline,chacl,main,196,claude-code,ST-01,no,0.19047619047619047,0.0,17.0,no missing-member diagnostic or visible collision
libacl,O2-noinline,chacl,main,196,claude-code,PTR-01,unevaluable,0.19047619047619047,0.0,17.0,no aligned explicit struct fields
libacl,O2-noinline,chacl,main,196,claude-code,INT-01,unevaluable,0.19047619047619047,0.0,17.0,no safely aligned integer declarations
libacl,O2-noinline,chacl,main,196,claude-code,FN-01,no,0.19047619047619047,0.0,17.0,"matching canonical signature=('int', ('int', 'char**'))"
